Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
2015-05-22,195.84976196289062,196.22896247890162,194.36547602487633,194.36547602487633,8349048
2015-05-25,193.82374572753906,196.7489817307363,193.35787416564614,195.01550211500432,6617337
2015-05-26,191.67861938476562,194.14881823966394,191.26691716487085,193.93212600918073,9510249
2015-05-27,191.83026123046875,193.04369990739778,190.72517588260808,191.9819356409094,8078236
2015-05-28,189.7717742919922,193.76959430839705,188.94836995153776,191.9494434355898,26538868
2015-05-29,190.03179931640625,192.07946178668595,189.1867272140955,190.66017921748605,29277517
2015-06-01,195.50306701660156,196.07729197792483,190.24848698121735,190.6818569418261,19594976
2015-06-02,194.72300720214844,199.08917941915018,193.16288406635942,196.2614625637377,20178960
2015-06-03,194.22463989257812,197.2798829353339,192.52367617228163,194.7988503909652,15546279
2015-06-04,197.7674102783203,198.52579681682707,193.40122372899853,195.9255916692109,15931395
2015-06-05,196.69483947753906,198.68833263238542,195.97977397468765,197.16071110380008,13066337
2015-06-08,191.86276245117188,197.18235980003936,191.353555324246,196.4889621392459,10846953
2015-06-09,191.4835968017578,192.98953610544442,190.10764968465915,191.45108067452406,9153355
2015-06-10,196.27227783203125,197.1606854188827,191.76525104580847,191.98192876725156,13509379
2015-06-11,190.06431579589844,197.0740436292606,189.30591472916151,196.31564256252366,14676438
2015-06-12,192.81619262695312,193.43373867985483,190.30265840081162,190.4651811780263,21543824
2015-06-15,195.39471435546875,196.09894591594318,192.84867867295173,193.91042849251474,12858570
2015-06-16,195.87144470214844,196.09897081492593,193.5421009211202,194.7988608597588,13929305
2015-06-17,201.7760772705078,204.1921065007052,193.71543355450996,196.10979500974904,26232634
2015-06-18,212.1227264404297,212.78360803283346,202.0577558092228,202.068589696566,49366799
2015-06-19,215.9580535888672,218.07071962847124,212.89197646651942,212.89197646651942,45710935
2015-06-22,214.8854522705078,218.56907518026225,213.75868460509787,216.02303935867965,19394187
2015-06-23,215.6005096435547,217.26897171965564,214.7337697106197,215.09130246423751,16007498
2015-06-24,214.71209716796875,218.0815373724735,213.7911878177322,215.60050485627713,18603004
2015-06-25,217.66983032226562,218.63407520017532,213.43366476327824,213.8670347104311,27175118
2015-06-26,216.83563232421875,219.73918672562928,215.68719676520973,216.6622756460732,20966796
2015-06-29,214.70126342773438,215.35132559568137,210.61677219354266,214.06204961157323,20168946
2015-06-30,216.70556640625,217.3014446070601,214.08369364400508,214.49539578085472,23184864
2015-07-01,217.90818786621094,218.94826994196328,216.9006074512966,216.9006074512966,14824266
2015-07-02,219.03492736816406,220.96341698207308,218.22235696898787,218.6340591117109,15931202
2015-07-03,218.2440643310547,219.67418097150517,217.34482267859678,218.79660709551754,13831096
2015-07-06,220.05335998535156,220.7792448905271,215.64383772501822,215.83886215863217,12237733
2015-07-07,217.38816833496094,220.28088875806586,216.68393668486337,219.06746437113128,11294999
2015-07-08,215.9471893310547,218.5690622076381,214.8746056299282,215.7846665677699,15190654
2015-07-09,213.95370483398438,216.90060888964751,213.03279550853105,215.81717679445802,16245867
2015-07-10,217.07395935058594,217.55066486199772,214.5712590317913,214.75543511811003,16110573
2015-07-13,218.20069885253906,219.3924697883684,215.6329953706103,217.07394570167386,9860248
2015-07-14,216.20721435546875,219.17578622860862,215.6438377578284,218.61240963096824,9942927
2015-07-15,219.09994506835938,219.8041621865967,216.58641096641105,216.6297465143353,13532911
2015-07-16,221.81932067871094,222.70772833070598,219.09994275286152,219.2841188295931,14854295
2015-07-17,221.3859405517578,223.4336029331818,220.5842184960577,222.1551754128217,10195142
2015-07-20,222.04684448242188,223.17359763388652,220.5625586035714,222.7077260389499,6348354
2015-07-21,218.37403869628906,222.84856405593627,217.27978721741857,222.75105907623913,7923338
2015-07-22,227.6048126220703,228.37403313106284,217.68068196953553,217.7673530731437,17309440
2015-07-23,226.4997100830078,231.38592336156816,225.61130240891728,228.27651096672008,18642915
2015-07-24,222.11184692382812,227.44226383091117,221.25594094462815,227.0847455694087,13099664
2015-07-27,217.8431854248047,223.16278339914993,217.0631310452782,222.07936569929836,20118553
2015-07-28,218.90493774414062,220.30253811049852,216.70558633810427,218.4824016823122,13382878
2015-07-29,215.8171844482422,219.43581855628037,214.97212676641306,218.74242083361082,14790821
2015-07-30,216.7164306640625,218.41740888042105,215.0154669121734,216.70559677642885,11701228
2015-07-31,217.08477783203125,218.39572151149645,214.51707437087728,216.6839095610817,16634259
2015-08-03,217.21478271484375,219.68498117606046,216.5539011693605,216.90060000419717,9887787
2015-08-04,214.083740234375,217.90821858113205,212.35027468527267,217.4206791353735,12006872
2015-08-05,214.029541015625,216.85727230051697,213.2386383381826,214.13787988528327,14345010
2015-08-06,212.1227264404297,214.95045782381723,211.8085437074771,214.73376561248432,8708037
2015-08-07,213.2928466796875,215.38384496158326,211.73270891995094,212.13357724809242,8608888
2015-08-10,209.945068359375,214.25707146637154,208.99165729367922,213.32534264098098,9288894
2015-08-11,209.31666564941406,210.97429371409604,207.5831859130812,210.40008325238796,8762464
2015-08-12,204.31124877929688,209.31664869254163,203.80204167928224,208.79660770666425,9650325
2015-08-13,202.24197387695312,206.70566624993046,201.38606773144235,205.19971231090912,9340350
2015-08-14,209.5225372314453,210.61678886600288,202.44780575096138,203.73708183712884,12739366
2015-08-17,206.00140380859375,209.31667454329204,204.9938233699903,209.31667454329204,10857430
2015-08-18,204.57130432128906,207.14984201188875,204.15961657341734,207.14984201188875,6630334
2015-08-19,206.8464813232422,208.2332478499668,203.56371216469807,204.54962485456264,8877298
2015-08-20,198.54747009277344,208.00572833172717,197.9949273876215,208.00572833172717,19008087
2015-08-21,196.73818969726562,197.5940958012236,194.36549583910647,197.18239358168165,20050521
2015-08-24,179.75015258789062,190.68186357670845,177.2474521882558,190.68186357670845,35635706
2015-08-25,183.7804718017578,186.48903049306983,178.37421723569062,182.19868081612418,49504268
2015-08-26,184.91807556152344,189.5551096965712,182.01450685907002,183.70463674068475,18955515
2015-08-27,188.330810546875,190.95268333538763,185.70893775836237,187.8216034298859,26997546
2015-08-28,189.03504943847656,191.3318912652094,187.66993632773065,189.5984260085142,10770215
2015-08-31,185.4597625732422,189.13255133754114,185.00472487707225,189.13255133754114,20708942
2015-09-01,181.98199462890625,185.02640369526745,180.95274642396473,185.02640369526745,21645696
2015-09-02,184.08384704589844,185.71980757561207,182.5778931760234,184.1813520407774,19652369
2015-09-03,185.01556396484375,186.51068373301473,182.96790150674747,185.05889951193842,11659978
2015-09-04,181.12608337402344,184.11632291823486,178.78589150241112,184.11632291823486,16199949
2015-09-07,180.5410614013672,182.88125356306017,179.34930477646557,181.63531303296287,10234633
2015-09-08,183.87796020507812,184.82053727176375,178.785888839222,181.1477484492565,12900468
2015-09-09,189.39256286621094,190.40014322748073,184.28965774164683,186.56484620151465,17340694
2015-09-10,187.8649444580078,188.62334544474885,185.37307823145125,186.56484914426318,11074406
2015-09-11,186.55401611328125,189.83677053678613,185.52476795831817,188.9483629074899,10634833
2015-09-14,187.18240356445312,187.58327184894227,184.59303224251795,186.72736584482607,7964072
2015-09-15,187.8649444580078,188.51500657934812,185.3947460045314,186.78152687506463,11509788
2015-09-16,189.0675506591797,190.10763270367417,187.47492593257678,188.9700456795961,13424811
2015-09-18,194.01876831054688,194.90716141754305,190.0642842469671,190.34596527996413,34261453
2015-09-21,190.2701416015625,192.45864456364038,189.8259377842606,190.68184375890095,12732187
2015-09-22,183.72630310058594,191.74361140156037,182.9895842751388,190.68186148180067,15745524
2015-09-23,184.25714111328125,185.6547557347657,182.014468959186,182.6645165529943,15221260
2015-09-24,181.44027709960938,183.7479528023893,180.87690053215917,183.7479528023893,29076982
2015-09-28,180.7685546875,182.2095050578179,179.56596429662866,181.97115954283998,11624639
2015-09-29,182.177001953125,184.23549833313385,179.00258628744294,179.8476583991511,15853471
2015-09-30,186.84654235839844,187.3882511851364,181.68946738490803,184.39802598306673,17292020
2015-10-01,187.3665771484375,189.37090407971954,186.0448140197395,189.37090407971954,8663393
2015-10-05,192.41529846191406,192.8486683687886,186.74901694329932,186.9548752429101,16015412
2015-10-06,194.59300231933594,195.12387725650683,191.92777928181454,194.07296126936302,12330294
2015-10-07,198.00575256347656,198.92666185303753,193.06537009567674,193.86709216821816,11515191
2015-10-08,192.65365600585938,198.24410025200763,192.03611004369932,198.24410025200763,10753149
2015-10-09,192.2744903564453,196.19647348713048,191.00689654478074,193.72627472665081,9327873
2015-10-12,193.22787475585938,195.3622082328696,192.41530434755612,192.41530434755612,6212395
2015-10-13,193.62876892089844,194.21381332877948,191.31024460058646,191.77611624221703,6162561
2015-10-14,195.65475463867188,196.09895848380975,193.7045970607862,194.10546535659054,8002587
2015-10-15,195.81727600097656,197.3990670504932,195.0372215965088,196.68401597435857,9048478
2015-10-16,198.2224578857422,198.2224578857422,195.81726257991463,195.99060477692237,15246935
2015-10-19,208.7749481201172,209.20830357161574,203.89955464608153,203.89955464608153,33505855
2015-10-20,207.30149841308594,209.46833355166953,206.49976189028675,209.09996694948063,18091895
2015-10-21,206.9331512451172,211.22348637959888,206.49978128380675,207.0414901193275,14404450
2015-10-23,207.073974609375,210.84428283498337,203.93206073101337,208.8724576299984,12153422
2015-10-26,204.30044555664062,208.66661793036457,203.96458058001983,208.42827240561186,10938775
2015-10-27,203.5853729248047,205.4705271397162,203.1195013146315,203.4228646181636,11601798
2015-10-28,203.02200317382812,204.74464914016312,201.4943816465048,203.01116928635355,11958727
2015-10-29,203.8995819091797,204.76632185700262,202.58863809970921,202.8161642066358,13280382
2015-10-30,205.35133361816406,207.12813431785807,203.70453955063778,204.13789499119682,13366359
2015-11-02,207.97323608398438,208.3416027255819,204.80965412889088,205.63304404811734,7222044
2015-11-03,209.57669067382812,210.28092228034726,208.28742915054943,208.7207991089145,11373522
2015-11-04,206.13140869140625,211.26683028976163,205.0263232774512,209.75004270123327,10033187
2015-11-05,202.94615173339844,206.066397894139,202.16609742544742,205.6330279610692,10767454
2015-11-06,206.36976623535156,206.8789733878841,203.22785222431574,203.56370272069833,8367190
2015-11-09,208.2874298095703,209.0999858276653,200.0967650530466,202.27444873910952,17031699
2015-11-10,199.94508361816406,207.90822199595746,198.5474688015308,207.3665131814007,11486238
2015-11-13,202.17694091796875,203.36869744218205,198.1574530399701,198.27662579949765,13682323
2015-11-16,202.44778442382812,204.1162464203342,200.37845414262804,200.64931578292465,15346549
2015-11-17,201.0284881591797,203.4445171256186,200.69263768399082,203.26034105857957,8588142
2015-11-18,197.6157684326172,201.79776513158296,197.17156453728845,200.99602844938556,11249222
2015-11-19,202.5452880859375,203.4011940849081,198.7533263978005,199.11085913202984,12183206
2015-11-20,205.1671905517578,206.45646667906468,200.55182386194852,202.38280887973232,11304265
2015-11-23,206.6623077392578,207.56154940309162,205.02634720164372,205.8497516468721,10499517
2015-11-24,209.68502807617188,210.53010021227826,206.07724236351615,206.49977843156933,14806176
2015-11-26,214.22454833984375,214.93961379970938,209.80420679653648,210.4000850367789,23805828
2015-11-27,212.14437866210938,215.058780930578,211.07179496482988,214.30037994321728,10891864
2015-11-30,209.5550079345703,213.30364840482852,208.51492589455523,212.02520639572313,29919205
2015-12-01,209.29502868652344,212.09024419936844,208.2874481424049,208.88332646531376,12981379
2015-12-02,211.90606689453125,212.28526744858223,208.99166416207524,209.37086471612622,7573628
2015-12-03,211.7435302734375,214.28956617379202,211.07181477987675,211.2451569809326,11361395
2015-12-04,209.19749450683594,211.52685265735997,208.3199351489603,210.68178049773368,13443688
2015-12-07,206.29391479492188,210.83344330662646,205.79554156375065,209.19746862762022,14483909
2015-12-08,203.87789916992188,206.6297787752493,202.83781709465987,205.61136447386906,7532164
2015-12-09,198.46080017089844,204.43044555665102,197.7999185911125,202.85948852847437,9174419
2015-12-10,205.9255828857422,206.67313562618702,199.3492247966652,199.8909336640155,18592203
2015-12-11,206.4889373779297,207.79988108567747,204.31126825408217,206.2289240924403,18155513
2015-12-14,206.95480346679688,208.774954274618,204.98297824648003,205.32967708236694,10563900
2015-12-15,211.4618377685547,211.90604159922327,206.6406134175519,207.36651277418173,15718833
2015-12-16,212.05770874023438,213.98619841445978,210.94178949059952,211.4618305122864,12097338
2015-12-17,218.78575134277344,219.9341867743403,211.9168788500212,212.36108268774072,19369032
2015-12-18,214.9287872314453,218.63407790552466,214.5170850533323,217.50732470766613,16016139
2015-12-21,214.9721221923828,216.46724201546115,213.2928262873884,214.0620467410362,12331769
2015-12-22,213.93203735351562,217.2472935723345,213.21697188041995,215.1237938560502,11579277
2015-12-23,217.50730895996094,218.1790243822691,214.51706952212285,214.90710389759477,12919467
2015-12-24,216.80311584472656,218.24406638698642,215.88222087159352,217.52901529226028,11901877
2015-12-28,218.93743896484375,219.66332386434127,216.6839181277839,216.81392477286366,12885935
2015-12-29,220.02085876464844,220.73590978408188,218.23320951936154,218.93744111606742,14913870
2015-12-30,217.65899658203125,220.15086293148974,217.1172877638419,219.9341851900015,8151610
2015-12-31,219.84750366210938,220.95260355737904,216.4889118206147,217.42065505504476,18483713
2016-01-01,220.010009765625,220.77923016820515,218.4607206095445,218.80740497601764,5416562
2016-01-04,215.66549682617188,219.67415063535964,213.80201044918542,217.76732871141704,30170947
2016-01-05,217.79983520507812,218.85075117102275,216.03386823402062,216.74891923913347,14946239
2016-01-06,223.6611328125,225.00457813836778,216.77057846279516,218.33070151970546,26759864
2016-01-07,219.55499267578125,222.75107626597082,218.42823945006,221.2451225143631,19739943
2016-01-08,222.26356506347656,223.81285456151548,220.3025733249122,221.01763891752776,21313199
2016-01-11,227.8648223876953,229.85831559754763,219.06745961234898,220.1400434317524,29016443
2016-01-12,226.53221130371094,230.85504797832004,225.58963419577407,228.60154160053855,23373377
2016-01-13,233.33607482910156,236.13130442423247,226.9113918866168,228.18983392878874,71802356
2016-01-14,230.04248046875,234.23532501627102,228.17900846765409,230.51918597239523,27823189
2016-01-15,232.5668487548828,236.07712947998945,230.89838672268309,231.79762829460677,28767318
2016-01-18,220.33505249023438,234.87454930310864,218.43907874282425,232.9352255402803,27254669
2016-01-19,226.13134765625,227.47477861500693,219.73916608917565,222.9677657669591,21489315
2016-01-20,217.66983032226562,224.24618781009107,214.51708239892608,224.24618781009107,45114225
2016-01-21,213.2602996826172,222.2635198402183,211.63517329333288,220.4867190379852,31768619
2016-01-22,217.58314514160156,219.06743096712333,215.39464223783318,215.39464223783318,23682648
2016-01-25,217.53981018066406,220.74672734037276,216.68390422652828,218.85073936338725,13099564
2016-01-27,216.54307556152344,218.8507513478874,216.0230345216206,218.43906364233527,17251028
2016-01-28,220.3458709716797,221.4076352890921,216.05553601198588,216.9006081253365,23074633
2016-01-29,224.35455322265625,225.3512998796857,220.5842588259846,220.7901027046116,19177163
2016-02-01,223.2494659423828,225.74133256553765,222.2202176283278,225.34046423528596,9918809
2016-02-02,216.93310546875,223.79114382847345,214.62541526566855,223.2494350258033,14771279
2016-02-03,212.6536102294922,215.38383674034773,211.26684366294648,214.08372681168277,15691478
2016-02-04,210.8442840576172,216.900600232485,209.2516593361559,214.0837029334668,18203784
2016-02-05,210.37841796875,212.7835987114515,208.3199216058435,212.15521880860464,20998404
2016-02-08,208.2440948486328,213.39033601416665,207.57236490013193,210.42176407638163,12078110
2016-02-09,207.47488403320312,209.9234151953801,205.84975733902328,206.4781373464575,19603494
2016-02-10,208.59080505371094,210.8334923478791,205.55722941612316,206.2181255589811,16883350
2016-02-11,200.33511352539062,209.3058321222605,198.37412216414094,208.6341022142668,17114833
2016-02-12,196.43478393554688,202.36109312462662,192.43696430370386,202.36109312462662,29319458
2016-02-15,205.1455078125,206.14225441259546,198.91584879413813,198.91584879413813,19283523
2016-02-16,201.63523864746094,207.58320203914346,200.8660037002,206.08808215941897,13024856
2016-02-17,206.41310119628906,207.46401715930583,198.5691356135171,202.62112504829437,15442221
2016-02-18,203.70457458496094,209.90173202438697,202.81616685008663,208.65579152509355,14433087
2016-02-19,204.62545776367188,206.44560868036544,203.10867015458356,203.68289510802944,10235503
2016-02-22,208.5149688720703,209.81507892229195,204.5713176306495,204.5713176306495,12770834
2016-02-23,205.7738800048828,209.57667543865958,204.2787602662221,208.68826781181738,18989787
2016-02-24,206.4239501953125,207.70237787785638,204.11625978383063,204.74465420182977,15186204
2016-02-25,204.57130432128906,207.26902924547963,203.86708713019627,206.75982204022083,24826958
2016-02-26,205.9255828857422,207.74573393730006,204.61463903736183,206.49979341726532,8349402
2016-02-29,209.45751953125,215.5138361788657,202.59946628479443,206.13141483861767,31032353
2016-03-01,212.6319122314453,213.44448262942484,209.02412685761527,209.0349607438692,16453192
2016-03-02,217.00892639160156,217.92983562637568,213.92118210874756,215.14544015015122,20105967
2016-03-03,219.4683074951172,220.58422676177284,216.14220300422977,218.85074702006418,15880459
2016-03-04,218.0707244873047,219.93421114186683,217.44234449837228,219.71751891034054,8987660
2016-03-08,222.53439331054688,223.3794509778336,218.30904711623754,218.30904711623754,13222993
2016-03-09,225.7196502685547,226.19635578599065,220.71424956771168,221.01761288406888,11854901
2016-03-10,219.22996520996094,226.6297274406501,218.6340869248464,225.79548916280805,20706353
2016-03-11,219.8258514404297,223.0869529916606,218.98079370886538,219.91253700921706,15319044
2016-03-14,220.9634246826172,222.40436053566276,219.48997270516114,220.82256969173233,11880095
2016-03-15,221.12596130371094,222.7185862382691,219.9558724669886,221.88434793063243,10487788
2016-03-16,221.3967742919922,222.2743480161569,217.86484055154727,221.23426599657938,11064129
2016-03-17,222.6295928955078,227.2092775068877,221.7530941737844,225.0399570665834,16832997
2016-03-18,225.08375549316406,225.73016628052346,222.56383291911578,223.1225967695215,14030979
2016-03-21,227.2969207763672,228.21724295655497,224.1086753775206,225.24811492093056,12708074
2016-03-22,229.60865783691406,230.57278876055884,226.93533852407495,227.2311615604986,15333442
2016-03-23,225.52200317382812,229.40048249725353,224.03196137441657,229.40048249725353,16806372
2016-03-28,223.59373474121094,226.0698340799834,222.55289801220715,225.6973199355206,18070240
2016-03-29,227.0668182373047,228.32677216786368,223.54988262023096,224.33871965334234,15871250
2016-03-30,229.43336486816406,230.46324569087028,228.48017511967453,228.48017511967453,14453294
2016-03-31,229.02798461914062,231.3945252040898,226.2889445284382,228.10767709524688,30833349
2016-04-01,226.67237854003906,229.26899193685966,224.60166134222865,227.6913033398291,12381116
2016-04-04,226.8038787841797,228.37061172134196,224.66742610871532,227.88853892319,8632568
2016-04-05,225.02899169921875,228.4144426368272,223.98815499635631,225.99313732695003,10259495
2016-04-06,226.51902770996094,227.16543852512137,224.07579610066784,226.15746945215102,6990781
2016-04-07,227.28594970703125,229.64153434076175,223.96623411227816,226.77100931057169,8789163
2016-04-08,227.08872985839844,231.05485601013723,225.96024632936232,226.99011243039857,13411752
2016-04-11,227.9542694091797,229.09372348952124,226.35466890257615,227.23116754058466,10308361
2016-04-12,229.5100555419922,231.7122580915777,227.4612497678992,227.9542784429017,11164859
2016-04-13,233.59669494628906,234.4403259570733,230.63853772971424,230.63853772971424,16038542
2016-04-18,233.3118438720703,233.76104904769346,231.26303822784993,233.54191707973482,19065716
2016-04-20,227.2969207763672,234.28696944573713,226.9682301042066,234.28696944573713,21687934
2016-04-21,228.14053344726562,230.51801515545162,226.7929178903452,228.1953127836454,11380697
2016-04-22,227.65846252441406,229.53195972592485,225.54392161353195,227.66941839177974,11705087
2016-04-25,222.8267822265625,228.86364076735003,221.81881315850842,228.86364076735003,61157544
2016-04-26,222.83775329589844,224.36066286940812,220.76703568084287,222.49812137908302,26429236
2016-04-27,223.3745880126953,224.80985052776592,222.62957440025272,223.0459119898499,14502641
